Procesos,Individuos,Posiciones,Repeticiones,Tiempo Promedio,Tiempo Promedio std,Tiempo Promedio Calcular Frecuencias,Tiempo Promedio Calcular Frecuencias std,Tiempo Promedio Calcular Hoplotipo,Tiempo Promedio Calcular Hoplotipo std,speed_up_total,speed_up_frecuencias,speed_up_haplo,eficiencia_total,eficiencia_frecuencias,eficiencia_haplo
16,500,12,10,1.632406040513888,0.0180636734074786,0.4657036542892456,0.0076690248288871,1.1243647813796998,0.0184506240984894,8.11915963615462,7.515151389490221,8.641377750553724,50.74474772596638,46.96969618431388,54.00861094096078
16,1000,4,10,0.1416675258660689,0.0043943845358325,0.0393734693527221,0.0025237346755667,0.0505960702896118,0.0057536464539125,1.1648271461007096,0.849022945387762,1.6014387275564,7.280169663129435,5.306393408673513,10.0089920472275
16,1000,6,10,0.1814023780403658,0.0134131628790232,0.0500355243682861,0.0016609167629646,0.0794207572937011,0.0131354529319926,2.4700215792710654,2.19634125305793,3.623710204410014,15.437634870444159,13.727132831612062,22.648188777562588
16,1000,8,10,0.3177184302126988,0.0178140858182468,0.0949902296066284,0.006925966384024,0.1729538440704345,0.0120538644051799,5.10088304293168,4.383486786110766,6.66559266963598,31.880519018323,27.39679241319229,41.659954185224876
16,1000,10,10,0.8662512534763664,0.0427232390156617,0.2387780666351318,0.005696914494813,0.5781763792037964,0.0407786953340311,7.522970858787487,7.09152240252148,8.253243864295442,47.018567867421794,44.32201501575925,51.58277415184651
16,1000,12,10,3.154521061433479,0.0905930965040159,0.8783592939376831,0.0748157287760408,2.2246098279953004,0.0600376136325642,8.445003421730473,7.973575325291274,8.803661184796207,52.78127138581545,49.83484578307046,55.02288240497629
16,1500,4,10,0.1725149843143299,0.0063280952883995,0.0433651208877563,0.0021630635252059,0.0547190189361572,0.0059898682777727,1.4113096906933833,1.0665711858769078,2.331995545257206,8.820685566833646,6.666069911730673,14.574972157857538
16,1500,6,10,0.244634063867852,0.0161201139820279,0.0568513870239257,0.0027121048041366,0.1092763900756836,0.0154438234438374,2.780686332691688,2.849003573046151,4.093147770293739,17.37928957932305,17.806272331538445,25.582173564335868
16,1500,8,10,0.4390776665415615,0.0156130135371424,0.119829773902893,0.0083723488641136,0.2431131362915039,0.0130629410264114,5.668613373734008,5.1967073383041305,7.379884521811718,35.42883358583755,32.479420864400815,46.12427826132324
16,1500,10,10,1.290035114996135,0.0150874571489184,0.3495776653289795,0.0074821273464283,0.8637994050979614,0.0110045879262223,7.829116727632009,7.268641929840714,8.668415668809152,48.93197954770005,45.429012061504466,54.177597930057196
16,1500,12,10,4.923456105287187,0.0871568695293616,1.4059807300567626,0.0937470134306825,3.4385085582733157,0.0703837501883777,8.340064501238023,7.463717451729666,8.8673996267214,52.125403132737645,46.64823407331041,55.42124766700876
16,3000,4,10,0.2600342095131054,0.0088684467571063,0.0547091484069824,0.0050201561650485,0.0750557422637939,0.0071908539986025,1.7471889358364152,1.5610576344813287,3.2846874874923224,10.919930848977595,9.756610215508305,20.529296796827015
16,3000,6,10,0.3950005541322753,0.0113059003009834,0.0969852685928344,0.0051844832360524,0.1687073945999145,0.0118565782188033,3.365827413463324,3.2226265574232342,5.304054874287409,21.036421334145775,20.141415983895214,33.15034296429631
16,3000,8,10,0.8063535537570715,0.0084656320165986,0.2161000967025756,0.0089456872155353,0.4595452308654785,0.0048281126523463,6.193953598567191,5.711243234834475,7.921008414958368,38.71220999104494,35.69527021771547,49.5063025934898
16,3000,10,10,2.481455594394356,0.0670014223335598,0.6855860233306885,0.0580122251925173,1.6687145233154297,0.0253064233348537,7.981470465976453,7.381572928395557,8.761493570026758,49.88419041235283,46.13483080247223,54.759334812667234
16,3000,12,10,9.638244172511625,0.1164164497421732,2.5618096351623536,0.0871008888064789,6.943072986602783,0.145695508077058,8.472485521546925,8.178096901255097,8.726108089434343,52.953034509668285,51.11310563284436,54.53817555896464
32,500,4,10,0.1497575722634792,0.0044806804168283,0.05418701171875,0.0030701345595879,0.0572843313217163,0.0032840332448625,0.7500632539721367,0.4011905306656905,0.946199221785348,2.3439476686629273,1.2537204083302829,2.9568725680792123
32,500,6,10,0.163598730484955,0.0056060309428049,0.0614094257354736,0.0025478630069694,0.064383316040039,0.0044700710436954,1.561881319678179,1.0440831960889825,2.4092474833656263,4.880879123994309,3.2627599877780704,7.528898385517582
32,500,8,10,0.217766128689982,0.0046824431369067,0.0777215003967285,0.0050356823546944,0.1028175830841064,0.001213009685649,3.8078665390349435,2.7210363216269573,5.650574077758471,11.899582934484199,8.50323850508424,17.658043992995225
32,500,10,10,0.4479341770522296,0.0071852277000747,0.1346923351287841,0.0040985927953924,0.2761900663375854,0.0054153109915115,7.272030949503528,6.292208242778094,8.59479728123985,22.725096717198525,19.663150758681542,26.858741503874533
32,500,12,10,1.369070759275928,0.0070485140183195,0.4003643274307251,0.007163178552965,0.9301117658615112,0.0038910203473464,9.680847497586592,8.741621630184005,10.446121812383794,30.2526484299581,27.317567594325016,32.64413066369936
32,1000,4,10,0.185267744353041,0.0066885082324683,0.0664551973342895,0.0052076207615129,0.0697198152542114,0.0051817176751597,0.8907010792729656,0.5030303160763355,1.1621732807023712,2.7834408727280175,1.5719697377385484,3.6317915021949103
32,1000,6,10,0.2119208643445745,0.0065989093988295,0.0775078535079956,0.0035213433031722,0.0849505186080932,0.0060208634853793,2.114316538282194,1.41785743398397,3.3878287426927765,6.607239182131856,4.430804481199906,10.586964820914927
32,1000,8,10,0.3171792636392638,0.0064252348728085,0.1046305894851684,0.0059183652257529,0.1636208295822143,0.0029561242711565,5.109553930177569,3.9796049925658417,7.045801431057937,15.967356031804902,12.436265601768255,22.018129472056053
32,1000,10,10,0.7979733287123963,0.0393019109613656,0.2294293642044067,0.0097924344286615,0.5177867174148559,0.0369735342782291,8.166667608811274,7.3804851207502065,9.215822835256409,25.52083627753523,23.064016002344395,28.79944636017628
32,1000,12,10,2.6274237496079875,0.0765951259492613,0.7747615814208985,0.0758395598781081,1.8032938718795777,0.0105215793644536,10.139187164499544,9.039766762875857,10.860521127166699,31.684959889061076,28.24927113398705,33.93912852239593
32,1500,4,10,0.213797413976863,0.0102708766332382,0.0653982877731323,0.0059693921520873,0.076184344291687,0.0064386341959073,1.1387980080010658,0.707235464197451,1.6749439742029402,3.5587437750033306,2.2101108256170345,5.234199919384188
32,1500,6,10,0.2639337572269141,0.0088794826879819,0.0903495788574218,0.0082657289718178,0.1008675336837768,0.0057521508126887,2.5773535187593444,1.7927012700235607,4.434374431978136,8.054229746122951,5.602191468823627,13.857420099931675
32,1500,8,10,0.426583991991356,0.0119640440445714,0.1245504856109619,0.003540624817865,0.2298019170761108,0.0089013431773292,5.834634162071068,4.99974177004479,7.80736250765283,18.233231756472087,15.624193031389968,24.398007836415093
32,1500,10,10,1.1191411789506671,0.0096960515407592,0.3146506547927856,0.0083437073224202,0.7324749946594238,0.0046971148578553,9.024630393386797,8.075479384015267,10.222563708595615,28.20196997933374,25.23587307504771,31.945511589361296
32,1500,12,10,3.974761303514242,0.1332552028118106,1.1627352714538577,0.1280987374751872,2.737829327583313,0.0144969321827209,10.330668523617963,9.025135101130125,11.136789718380758,32.28333913630613,28.203547191031642,34.80246786993987
32,3000,4,10,0.3140611292328685,0.0064040044771313,0.0845108032226562,0.0059173982331649,0.1095299243927001,0.004909968960516,1.4466256773323658,1.0105706080166117,2.250842944019812,4.520705241663643,3.1580331500519114,7.033884200061912
32,3000,6,10,0.429408253217116,0.0125733854143397,0.143146276473999,0.0070356808349968,0.1653527498245239,0.0105770922569132,3.0961298099675707,2.1834120309993854,5.411662519103089,9.675405656148659,6.82316259687308,16.911445372197154
32,3000,8,10,0.7343629644950852,0.0068438956716396,0.2067120790481567,0.0039258420444164,0.4085159063339233,0.0055240402153969,6.801155201835457,5.970624556739788,8.91045265141777,21.253610005735805,18.65820173981184,27.84516453568053
32,3000,10,10,2.085807611513883,0.0609197939952976,0.5661002397537231,0.0058428198677199,1.3960912466049191,0.0578632259577987,9.495441684056185,8.939588564925867,10.472404007827613,29.67325526267558,27.936214265393332,32.72626252446129
32,3000,12,10,7.748539318307303,0.1114339525669776,2.11491334438324,0.1001056377733787,5.508938097953797,0.1162321418553158,10.538745542892551,9.906187170536972,10.997764773655975,32.93357982153922,30.956834907928037,34.36801491767492
